update,bacteria_pop,phage_pop,lysogen_pop,arbitrium,mean_lysogeny_rate,Hist_0.0,Hist_0.1,Hist_0.2,Hist_0.3,Hist_0.4,Hist_0.5,Hist_0.6,Hist_0.7,Hist_0.8,Hist_0.9
83,69,1172,610,1784,0.105845,1018,764,0,0,0,0,0,0,0,0
84,64,1144,623,1791,0.105966,1016,751,0,0,0,0,0,0,0,0
85,63,1107,635,1794,0.106709,989,753,0,0,0,0,0,0,0,0
86,60,1061,648,1798,0.107575,950,759,0,0,0,0,0,0,0,0
87,58,1014,661,1801,0.107992,926,749,0,0,0,0,0,0,0,0
88,55,969,672,1805,0.108574,895,746,0,0,0,0,0,0,0,0
89,53,943,683,1808,0.108981,884,742,0,0,0,0,0,0,0,0
90,54,895,697,1808,0.109128,862,730,0,0,0,0,0,0,0,0
91,52,858,710,1811,0.109257,842,726,0,0,0,0,0,0,0,0
92,49,824,722,1815,0.109498,829,717,0,0,0,0,0,0,0,0
93,49,765,735,1816,0.109915,796,704,0,0,0,0,0,0,0,0
94,47,744,744,1819,0.109687,793,695,0,0,0,0,0,0,0,0
95,43,714,754,1823,0.110071,776,692,0,0,0,0,0,0,0,0
96,40,698,763,1826,0.11097,759,702,0,0,0,0,0,0,0,0
97,38,639,778,1828,0.111326,731,686,0,0,0,0,0,0,0,0
98,37,635,782,1829,0.111466,728,689,0,0,0,0,0,0,0,0
99,37,612,790,1829,0.111559,723,679,0,0,0,0,0,0,0,0
100,34,581,797,1832,0.11148,714,664,0,0,0,0,0,0,0,0
101,34,566,803,1832,0.111783,703,666,0,0,0,0,0,0,0,0
102,32,585,801,1834,0.111695,709,677,0,0,0,0,0,0,0,0
103,31,556,809,1835,0.111755,698,667,0,0,0,0,0,0,0,0
104,30,537,816,1836,0.112081,691,662,0,0,0,0,0,0,0,0
105,29,545,820,1837,0.112323,696,669,0,0,0,0,0,0,0,0
106,29,522,825,1837,0.112555,685,662,0,0,0,0,0,0,0,0
107,29,501,830,1837,0.112964,671,660,0,0,0,0,0,0,0,0
108,29,506,830,1837,0.112947,675,661,0,0,0,0,0,0,0,0
109,26,519,829,1840,0.113192,676,672,0,0,0,0,0,0,0,0
110,26,491,835,1840,0.113528,657,669,0,0,0,0,0,0,0,0
111,26,464,841,1840,0.113927,635,670,0,0,0,0,0,0,0,0
112,24,461,844,1842,0.114672,618,687,0,0,0,0,0,0,0,0
113,24,433,851,1842,0.114729,604,680,0,0,0,0,0,0,0,0
114,24,467,845,1842,0.114733,616,696,0,0,0,0,0,0,0,0
115,24,449,850,1842,0.114809,611,688,0,0,0,0,0,0,0,0
116,21,436,853,1845,0.114823,603,686,0,0,0,0,0,0,0,0
117,21,405,859,1845,0.114909,594,670,0,0,0,0,0,0,0,0
118,21,399,862,1845,0.114831,598,663,0,0,0,0,0,0,0,0
119,20,389,867,1846,0.115004,592,664,0,0,0,0,0,0,0,0
120,18,420,860,1848,0.115664,587,693,0,0,0,0,0,0,0,0
121,17,418,863,1849,0.115654,588,693,0,0,0,0,0,0,0,0
122,17,412,864,1849,0.115595,585,691,0,0,0,0,0,0,0,0
123,17,413,866,1849,0.116074,579,700,0,0,0,0,0,0,0,0
124,17,415,865,1849,0.115188,598,682,0,0,0,0,0,0,0,0
125,16,419,867,1850,0.114994,601,685,0,0,0,0,0,0,0,0
126,15,403,871,1851,0.114965,595,679,0,0,0,0,0,0,0,0
127,15,410,871,1851,0.115323,590,691,0,0,0,0,0,0,0,0
128,14,413,872,1852,0.115462,593,692,0,0,0,0,0,0,0,0
129,13,415,872,1853,0.115336,597,690,0,0,0,0,0,0,0,0
130,13,401,877,1853,0.115238,594,684,0,0,0,0,0,0,0,0
131,13,417,875,1853,0.114825,612,680,0,0,0,0,0,0,0,0
132,12,419,875,1854,0.114752,618,676,0,0,0,0,0,0,0,0
133,12,417,875,1854,0.115038,611,681,0,0,0,0,0,0,0,0
134,11,407,877,1855,0.115046,607,677,0,0,0,0,0,0,0,0
135,11,389,883,1855,0.114866,605,667,0,0,0,0,0,0,0,0
136,11,395,881,1855,0.115001,606,670,0,0,0,0,0,0,0,0
137,11,398,879,1855,0.114767,610,667,0,0,0,0,0,0,0,0
138,10,395,880,1856,0.114747,606,669,0,0,0,0,0,0,0,0
139,9,400,878,1857,0.115358,596,682,0,0,0,0,0,0,0,0
140,9,402,878,1857,0.115233,604,676,0,0,0,0,0,0,0,0
141,9,410,879,1857,0.11563,601,688,0,0,0,0,0,0,0,0
142,9,400,882,1857,0.115512,597,685,0,0,0,0,0,0,0,0
143,8,402,882,1858,0.115698,594,690,0,0,0,0,0,0,0,0
144,8,407,881,1858,0.115737,593,695,0,0,0,0,0,0,0,0
145,8,390,886,1858,0.1156,589,687,0,0,0,0,0,0,0,0
146,8,386,887,1858,0.115649,590,683,0,0,0,0,0,0,0,0
147,7,376,890,1859,0.115803,583,683,0,0,0,0,0,0,0,0
148,7,360,895,1859,0.115855,577,678,0,0,0,0,0,0,0,0
149,7,357,896,1859,0.115513,585,668,0,0,0,0,0,0,0,0
150,7,344,900,1859,0.115241,587,657,0,0,0,0,0,0,0,0
151,7,340,900,1859,0.115272,586,654,0,0,0,0,0,0,0,0
152,7,329,903,1859,0.115206,581,651,0,0,0,0,0,0,0,0
153,7,324,905,1859,0.115302,573,656,0,0,0,0,0,0,0,0
154,7,316,906,1859,0.115506,569,653,0,0,0,0,0,0,0,0
155,6,317,906,1860,0.115216,577,646,0,0,0,0,0,0,0,0
156,6,344,899,1860,0.114675,596,647,0,0,0,0,0,0,0,0
157,6,335,899,1860,0.114482,594,640,0,0,0,0,0,0,0,0
158,6,343,898,1860,0.114913,587,654,0,0,0,0,0,0,0,0
