update,bacteria_pop,phage_pop,lysogen_pop,arbitrium,mean_lysogeny_rate,Hist_0.0,Hist_0.1,Hist_0.2,Hist_0.3,Hist_0.4,Hist_0.5,Hist_0.6,Hist_0.7,Hist_0.8,Hist_0.9
0,1000,100,0,0,0.0972155,87,13,0,0,0,0,0,0,0,0
1,994,108,0,6,0.0971557,94,14,0,0,0,0,0,0,0,0
2,989,110,1,11,0.0976912,97,14,0,0,0,0,0,0,0,0
3,983,121,1,17,0.0979762,106,16,0,0,0,0,0,0,0,0
4,975,138,1,26,0.0986573,118,21,0,0,0,0,0,0,0,0
5,971,138,3,32,0.0985896,120,21,0,0,0,0,0,0,0,0
6,965,156,3,40,0.0990595,132,27,0,0,0,0,0,0,0,0
7,964,158,3,44,0.0995024,133,28,0,0,0,0,0,0,0,0
8,953,179,5,58,0.0992357,158,26,0,0,0,0,0,0,0,0
9,949,186,6,66,0.0996988,166,26,0,0,0,0,0,0,0,0
10,948,192,6,71,0.100011,168,30,0,0,0,0,0,0,0,0
11,945,206,6,78,0.0996007,183,29,0,0,0,0,0,0,0,0
12,939,222,7,88,0.100029,198,31,0,0,0,0,0,0,0,0
13,932,244,7,100,0.100396,214,37,0,0,0,0,0,0,0,0
14,921,266,8,116,0.0999194,236,38,0,0,0,0,0,0,0,0
15,912,289,10,131,0.100011,259,40,0,0,0,0,0,0,0,0
16,905,313,11,145,0.100466,275,49,0,0,0,0,0,0,0,0
17,897,324,14,160,0.100277,290,48,0,0,0,0,0,0,0,0
18,894,325,16,170,0.100244,296,45,0,0,0,0,0,0,0,0
19,887,349,16,185,0.100006,318,47,0,0,0,0,0,0,0,0
20,880,355,19,200,0.100259,325,49,0,0,0,0,0,0,0,0
21,869,393,19,219,0.100234,365,47,0,0,0,0,0,0,0,0
22,863,415,20,234,0.100067,389,46,0,0,0,0,0,0,0,0
23,860,425,22,247,0.100093,399,48,0,0,0,0,0,0,0,0
24,851,459,23,266,0.100296,426,56,0,0,0,0,0,0,0,0
25,843,492,24,284,0.100519,458,58,0,0,0,0,0,0,0,0
26,837,513,24,301,0.10057,475,62,0,0,0,0,0,0,0,0
27,829,535,26,320,0.100678,496,65,0,0,0,0,0,0,0,0
28,816,566,28,345,0.100826,525,69,0,0,0,0,0,0,0,0
29,804,593,31,369,0.100811,545,79,0,0,0,0,0,0,0,0
30,790,635,34,396,0.100834,580,89,0,0,0,0,0,0,0,0
31,775,674,37,424,0.100665,614,97,0,0,0,0,0,0,0,0
32,761,717,38,452,0.100822,651,104,0,0,0,0,0,0,0,0
33,749,744,41,479,0.100785,680,105,0,0,0,0,0,0,0,0
34,735,781,45,508,0.100822,717,109,0,0,0,0,0,0,0,0
35,723,833,46,536,0.100611,771,108,0,0,0,0,0,0,0,0
36,712,858,49,563,0.100558,800,107,0,0,0,0,0,0,0,0
37,696,888,54,596,0.100448,830,112,0,0,0,0,0,0,0,0
38,686,916,58,623,0.10054,861,113,0,0,0,0,0,0,0,0
39,671,947,63,655,0.100585,886,124,0,0,0,0,0,0,0,0
40,650,1002,68,693,0.100754,931,139,0,0,0,0,0,0,0,0
41,634,1045,72,727,0.100584,974,143,0,0,0,0,0,0,0,0
42,607,1096,78,772,0.100516,1022,152,0,0,0,0,0,0,0,0
43,596,1149,80,802,0.100587,1065,164,0,0,0,0,0,0,0,0
44,575,1199,86,842,0.100576,1118,167,0,0,0,0,0,0,0,0
45,559,1221,93,877,0.100601,1139,175,0,0,0,0,0,0,0,0
46,543,1262,99,912,0.100608,1182,179,0,0,0,0,0,0,0,0
47,525,1290,104,949,0.100566,1216,178,0,0,0,0,0,0,0,0
48,509,1338,109,984,0.100611,1259,188,0,0,0,0,0,0,0,0
49,480,1395,118,1032,0.100562,1320,193,0,0,0,0,0,0,0,0
50,1000,100,0,0,0.10029,88,12,0,0,0,0,0,0,0,0
51,988,130,0,12,0.100339,115,15,0,0,0,0,0,0,0,0
52,989,125,0,12,0.100176,111,14,0,0,0,0,0,0,0,0
53,981,141,1,21,0.100251,128,14,0,0,0,0,0,0,0,0
54,975,152,1,28,0.100747,136,17,0,0,0,0,0,0,0,0
55,968,165,2,37,0.101409,146,21,0,0,0,0,0,0,0,0
56,962,174,4,45,0.101723,153,25,0,0,0,0,0,0,0,0
57,956,182,6,54,0.101735,166,22,0,0,0,0,0,0,0,0
58,948,201,6,65,0.10213,178,29,0,0,0,0,0,0,0,0
59,941,219,7,76,0.102131,193,33,0,0,0,0,0,0,0,0
60,937,229,7,84,0.10192,203,33,0,0,0,0,0,0,0,0
61,933,242,7,93,0.102257,209,40,0,0,0,0,0,0,0,0
